date, PM2.5, p10,Month,Year,,,,,,,,,,,,,,,,
1/29/2019,131, ,1,2019,,,,,,,,,,,,,,,,
1/30/2019,143, ,1,2019,,,,,,,,,,,,,,,,
1/31/2019,160, ,1,2019,,,,,,,,,,,,,,,,
2/1/2019,171, ,2,2019,,,,,,,,,,,,,,,,
2/2/2019,162, ,2,2019,,,,,,,,,,,,,,,,
2/3/2019,151, ,2,2019,,,,,,,,,,,,,,,,
2/4/2019,153, ,2,2019,,,,,,,,,,,,,,,,
2/5/2019,170, ,2,2019,,,,,,,,,,,,,,,,
2/6/2019,160, ,2,2019,,,,,,,,,,,,,,,,
2/7/2019,149, ,2,2019,,,,,,,,,,,,,,,,
2/8/2019,102, ,2,2019,,,,,,,,,,,,,,,,
2/9/2019,61, ,2,2019,,,,,,,,,,,,,,,,
2/10/2019,107, ,2,2019,,,,,,,,,,,,,,,,
2/11/2019,136, ,2,2019,,,,,,,,,,,,,,,,
2/12/2019,140, ,2,2019,,,,,,,,,,,,,,,,
2/13/2019,145, ,2,2019,,,,,,,,,,,,,,,,
2/14/2019,167, ,2,2019,,,,,,,,,,,,,,,,
2/15/2019,148, ,2,2019,,,,,,,,,,,,,,,,
2/16/2019,110, ,2,2019,,,,,,,,,,,,,,,,
2/17/2019,97, ,2,2019,,,,,,,,,,,,,,,,
2/18/2019,115, ,2,2019,,,,,,,,,,,,,,,,
2/19/2019,134, ,2,2019,,,,,,,,,,,,,,,,
2/20/2019,127, ,2,2019,,,,,,,,,,,,,,,,
2/21/2019,132, ,2,2019,,,,,,,,,,,,,,,,
2/22/2019,141, ,2,2019,,,,,,,,,,,,,,,,
2/23/2019,125, ,2,2019,,,,,,,,,,,,,,,,
2/24/2019,129, ,2,2019,,,,,,,,,,,,,,,,
2/25/2019,83, ,2,2019,,,,,,,,,,,,,,,,
2/26/2019,100, ,2,2019,,,,,,,,,,,,,,,,
2/27/2019,98, ,2,2019,,,,,,,,,,,,,,,,
3/5/2019,115, ,3,2019,,,,,,,,,,,,,,,,
3/6/2019,127, ,3,2019,,,,,,,,,,,,,,,,
3/7/2019,136, ,3,2019,,,,,,,,,,,,,,,,
3/8/2019,133, ,3,2019,,,,,,,,,,,,,,,,
3/9/2019,136, ,3,2019,,,,,,,,,,,,,,,,
3/10/2019,137, ,3,2019,,,,,,,,,,,,,,,,
3/11/2019,137, ,3,2019,,,,,,,,,,,,,,,,
3/12/2019,131, ,3,2019,,,,,,,,,,,,,,,,
3/13/2019,149, ,3,2019,,,,,,,,,,,,,,,,
3/14/2019,132, ,3,2019,,,,,,,,,,,,,,,,
3/15/2019,115, ,3,2019,,,,,,,,,,,,,,,,
3/16/2019,130, ,3,2019,,,,,,,,,,,,,,,,
3/17/2019,146, ,3,2019,,,,,,,,,,,,,,,,
3/18/2019,147, ,3,2019,,,,,,,,,,,,,,,,
3/19/2019,146, ,3,2019,,,,,,,,,,,,,,,,
3/20/2019,126, ,3,2019,,,,,,,,,,,,,,,,
3/21/2019,108, ,3,2019,,,,,,,,,,,,,,,,
3/22/2019,126, ,3,2019,,,,,,,,,,,,,,,,
3/23/2019,141, ,3,2019,,,,,,,,,,,,,,,,
3/24/2019,185, ,3,2019,,,,,,,,,,,,,,,,
3/25/2019,201, ,3,2019,,,,,,,,,,,,,,,,
3/26/2019,110, ,3,2019,,,,,,,,,,,,,,,,
3/27/2019,92, ,3,2019,,,,,,,,,,,,,,,,
3/28/2019,126, ,3,2019,,,,,,,,,,,,,,,,
3/29/2019,153, ,3,2019,,,,,,,,,,,,,,,,
3/30/2019,170, ,3,2019,,,,,,,,,,,,,,,,
3/31/2019,144, ,3,2019,,,,,,,,,,,,,,,,
10/1/2018,101,82,10,2018,,,,,,,,,,,,,,,,
10/2/2018,100,79,10,2018,,,,,,,,,,,,,,,,
10/9/2018,97,91,10,2018,,,,,,,,,,,,,,,,
10/10/2018,112,90,10,2018,,,,,,,,,,,,,,,,
10/11/2018,101,92,10,2018,,,,,,,,,,,,,,,,
10/12/2018,78,72,10,2018,,,,,,,,,,,,,,,,
10/13/2018,55,105,10,2018,,,,,,,,,,,,,,,,
10/14/2018,72,96,10,2018,,,,,,,,,,,,,,,,
10/15/2018,96,90,10,2018,,,,,,,,,,,,,,,,
10/16/2018,112,73,10,2018,,,,,,,,,,,,,,,,
10/17/2018,124,83,10,2018,,,,,,,,,,,,,,,,
10/18/2018,135,74,10,2018,,,,,,,,,,,,,,,,
10/23/2018,108,133,10,2018,,,,,,,,,,,,,,,,
10/24/2018,110,105,10,2018,,,,,,,,,,,,,,,,
10/25/2018,112,153,10,2018,,,,,,,,,,,,,,,,
10/26/2018,98,144,10,2018,,,,,,,,,,,,,,,,
10/27/2018,100,125,10,2018,,,,,,,,,,,,,,,,
10/28/2018,100,108,10,2018,,,,,,,,,,,,,,,,
10/29/2018,100,149,10,2018,,,,,,,,,,,,,,,,
10/30/2018,98,197,10,2018,,,,,,,,,,,,,,,,
10/31/2018,109,135,10,2018,,,,,,,,,,,,,,,,
11/1/2018,103,121,11,2018,,,,,,,,,,,,,,,,
11/2/2018,107,108,11,2018,,,,,,,,,,,,,,,,
11/3/2018,105,146,11,2018,,,,,,,,,,,,,,,,
11/4/2018,120,168,11,2018,,,,,,,,,,,,,,,,
11/5/2018,130,132,11,2018,,,,,,,,,,,,,,,,
11/6/2018,125,101,11,2018,,,,,,,,,,,,,,,,
11/7/2018,126,94,11,2018,,,,,,,,,,,,,,,,
11/8/2018,138,83,11,2018,,,,,,,,,,,,,,,,
11/9/2018,128,77,11,2018,,,,,,,,,,,,,,,,
11/10/2018,112,86,11,2018,,,,,,,,,,,,,,,,
11/11/2018,106,93,11,2018,,,,,,,,,,,,,,,,
11/12/2018,113,98,11,2018,,,,,,,,,,,,,,,,
11/13/2018,134,104,11,2018,,,,,,,,,,,,,,,,
11/14/2018,137,139,11,2018,,,,,,,,,,,,,,,,
11/15/2018,142,154,11,2018,,,,,,,,,,,,,,,,
11/16/2018,138,118,11,2018,,,,,,,,,,,,,,,,
11/17/2018,138,63,11,2018,,,,,,,,,,,,,,,,
11/18/2018,142,62,11,2018,,,,,,,,,,,,,,,,
11/19/2018,163,63,11,2018,,,,,,,,,,,,,,,,
11/20/2018,168,60,11,2018,,,,,,,,,,,,,,,,
11/21/2018,176,130,11,2018,,,,,,,,,,,,,,,,
11/22/2018,166,128,11,2018,,,,,,,,,,,,,,,,
11/23/2018,150,119,11,2018,,,,,,,,,,,,,,,,
11/24/2018,150,177,11,2018,,,,,,,,,,,,,,,,
11/25/2018,148,120,11,2018,,,,,,,,,,,,,,,,
11/26/2018,138,124,11,2018,,,,,,,,,,,,,,,,
11/27/2018,136,129,11,2018,,,,,,,,,,,,,,,,
11/28/2018,153,112,11,2018,,,,,,,,,,,,,,,,
11/29/2018,143,93,11,2018,,,,,,,,,,,,,,,,
11/30/2018,133,83,11,2018,,,,,,,,,,,,,,,,
12/1/2018,138,87,12,2018,,,,,,,,,,,,,,,,
12/2/2018,142,92,12,2018,,,,,,,,,,,,,,,,
12/3/2018,155,89,12,2018,,,,,,,,,,,,,,,,
12/4/2018,162,95,12,2018,,,,,,,,,,,,,,,,
12/5/2018,164,81,12,2018,,,,,,,,,,,,,,,,
12/6/2018,149,73,12,2018,,,,,,,,,,,,,,,,
12/7/2018,147,75,12,2018,,,,,,,,,,,,,,,,
12/8/2018,148,75,12,2018,,,,,,,,,,,,,,,,
12/9/2018,144,60,12,2018,,,,,,,,,,,,,,,,
12/10/2018,142,62,12,2018,,,,,,,,,,,,,,,,
12/11/2018,138,58,12,2018,,,,,,,,,,,,,,,,
12/12/2018,129,72,12,2018,,,,,,,,,,,,,,,,
12/13/2018,143,72,12,2018,,,,,,,,,,,,,,,,
12/14/2018,145,67,12,2018,,,,,,,,,,,,,,,,
12/15/2018,150,68,12,2018,,,,,,,,,,,,,,,,
12/16/2018,151,63,12,2018,,,,,,,,,,,,,,,,
12/17/2018,195,52,12,2018,,,,,,,,,,,,,,,,
12/18/2018,161,71,12,2018,,,,,,,,,,,,,,,,
12/19/2018,175,63,12,2018,,,,,,,,,,,,,,,,
12/20/2018,180,53,12,2018,,,,,,,,,,,,,,,,
12/21/2018,169, ,12,2018,,,,,,,,,,,,,,,,
12/22/2018,159, ,12,2018,,,,,,,,,,,,,,,,
12/23/2018,160, ,12,2018,,,,,,,,,,,,,,,,
12/24/2018,153, ,12,2018,,,,,,,,,,,,,,,,
12/25/2018,147, ,12,2018,,,,,,,,,,,,,,,,
12/26/2018,146, ,12,2018,,,,,,,,,,,,,,,,
12/28/2018,167, ,12,2018,,,,,,,,,,,,,,,,
12/29/2018,170, ,12,2018,,,,,,,,,,,,,,,,
12/30/2018,186, ,12,2018,,,,,,,,,,,,,,,,
7/1/2018,42, ,7,2018,,,,,,,,,,,,,,,,
7/3/2018,48, ,7,2018,,,,,,,,,,,,,,,,
7/4/2018,50, ,7,2018,,,,,,,,,,,,,,,,
7/5/2018,56, ,7,2018,,,,,,,,,,,,,,,,
7/9/2018,53, ,7,2018,,,,,,,,,,,,,,,,
7/10/2018,45, ,7,2018,,,,,,,,,,,,,,,,
7/11/2018,42, ,7,2018,,,,,,,,,,,,,,,,
7/12/2018,33, ,7,2018,,,,,,,,,,,,,,,,
7/13/2018,37, ,7,2018,,,,,,,,,,,,,,,,
7/14/2018,38, ,7,2018,,,,,,,,,,,,,,,,
7/15/2018,39, ,7,2018,,,,,,,,,,,,,,,,
7/16/2018,36, ,7,2018,,,,,,,,,,,,,,,,
7/17/2018,38, ,7,2018,,,,,,,,,,,,,,,,
7/18/2018,33, ,7,2018,,,,,,,,,,,,,,,,
7/19/2018,35, ,7,2018,,,,,,,,,,,,,,,,
7/20/2018,51, ,7,2018,,,,,,,,,,,,,,,,
7/21/2018,36, ,7,2018,,,,,,,,,,,,,,,,
7/22/2018,41, ,7,2018,,,,,,,,,,,,,,,,
7/23/2018,38, ,7,2018,,,,,,,,,,,,,,,,
7/24/2018,38, ,7,2018,,,,,,,,,,,,,,,,
7/25/2018,34, ,7,2018,,,,,,,,,,,,,,,,
7/26/2018,33, ,7,2018,,,,,,,,,,,,,,,,
7/27/2018,39, ,7,2018,,,,,,,,,,,,,,,,
7/28/2018,31, ,7,2018,,,,,,,,,,,,,,,,
7/29/2018,37, ,7,2018,,,,,,,,,,,,,,,,
7/30/2018,50, ,7,2018,,,,,,,,,,,,,,,,
7/31/2018,38, ,7,2018,,,,,,,,,,,,,,,,
8/1/2018,42, ,8,2018,,,,,,,,,,,,,,,,
8/2/2018,43, ,8,2018,,,,,,,,,,,,,,,,
8/3/2018,42, ,8,2018,,,,,,,,,,,,,,,,
8/4/2018,48, ,8,2018,,,,,,,,,,,,,,,,
8/5/2018,52, ,8,2018,,,,,,,,,,,,,,,,
8/6/2018,47, ,8,2018,,,,,,,,,,,,,,,,
8/7/2018,50, ,8,2018,,,,,,,,,,,,,,,,
8/8/2018,39, ,8,2018,,,,,,,,,,,,,,,,
8/9/2018,56, ,8,2018,,,,,,,,,,,,,,,,
8/10/2018,59, ,8,2018,,,,,,,,,,,,,,,,
8/11/2018,41, ,8,2018,,,,,,,,,,,,,,,,
8/12/2018,56, ,8,2018,,,,,,,,,,,,,,,,
8/13/2018,37, ,8,2018,,,,,,,,,,,,,,,,
8/14/2018,56, ,8,2018,,,,,,,,,,,,,,,,
8/15/2018,36, ,8,2018,,,,,,,,,,,,,,,,
8/16/2018,44, ,8,2018,,,,,,,,,,,,,,,,
8/17/2018,41, ,8,2018,,,,,,,,,,,,,,,,
8/18/2018,37, ,8,2018,,,,,,,,,,,,,,,,
8/19/2018,43,69,8,2018,,,,,,,,,,,,,,,,
8/20/2018,47,51,8,2018,,,,,,,,,,,,,,,,
8/21/2018,46,46,8,2018,,,,,,,,,,,,,,,,
8/22/2018,42,35,8,2018,,,,,,,,,,,,,,,,
8/23/2018,30,38,8,2018,,,,,,,,,,,,,,,,
8/24/2018,34,32,8,2018,,,,,,,,,,,,,,,,
8/25/2018,38,52,8,2018,,,,,,,,,,,,,,,,
8/26/2018,45,28,8,2018,,,,,,,,,,,,,,,,
8/27/2018,33,30,8,2018,,,,,,,,,,,,,,,,
8/28/2018,41,33,8,2018,,,,,,,,,,,,,,,,
8/29/2018,32,35,8,2018,,,,,,,,,,,,,,,,
8/30/2018,39,38,8,2018,,,,,,,,,,,,,,,,
8/31/2018,38,38,8,2018,,,,,,,,,,,,,,,,
9/1/2018,43,55,9,2018,,,,,,,,,,,,,,,,
9/2/2018,43,55,9,2018,,,,,,,,,,,,,,,,
9/3/2018,44,61,9,2018,,,,,,,,,,,,,,,,
9/4/2018,59,54,9,2018,,,,,,,,,,,,,,,,
9/5/2018,56,44,9,2018,,,,,,,,,,,,,,,,
9/6/2018,50,50,9,2018,,,,,,,,,,,,,,,,
9/7/2018,41,47,9,2018,,,,,,,,,,,,,,,,
9/8/2018,44,48,9,2018,,,,,,,,,,,,,,,,
9/9/2018,51,35,9,2018,,,,,,,,,,,,,,,,
9/10/2018,48,38,9,2018,,,,,,,,,,,,,,,,
9/11/2018,39,54,9,2018,,,,,,,,,,,,,,,,
9/12/2018,55,61,9,2018,,,,,,,,,,,,,,,,
9/13/2018,58,63,9,2018,,,,,,,,,,,,,,,,
9/14/2018,65,60,9,2018,,,,,,,,,,,,,,,,
9/15/2018,64,55,9,2018,,,,,,,,,,,,,,,,
9/16/2018,72,57,9,2018,,,,,,,,,,,,,,,,
9/17/2018,71,61,9,2018,,,,,,,,,,,,,,,,
9/18/2018,61,58,9,2018,,,,,,,,,,,,,,,,
9/19/2018,69,59,9,2018,,,,,,,,,,,,,,,,
9/20/2018,72,38,9,2018,,,,,,,,,,,,,,,,
9/21/2018,47,54,9,2018,,,,,,,,,,,,,,,,
9/22/2018,46,56,9,2018,,,,,,,,,,,,,,,,
9/23/2018,54,65,9,2018,,,,,,,,,,,,,,,,
9/24/2018,66,73,9,2018,,,,,,,,,,,,,,,,
9/25/2018,83,70,9,2018,,,,,,,,,,,,,,,,
9/26/2018,77,69,9,2018,,,,,,,,,,,,,,,,
9/27/2018,74,74,9,2018,,,,,,,,,,,,,,,,
9/28/2018,72,71,9,2018,,,,,,,,,,,,,,,,
9/29/2018,76,75,9,2018,,,,,,,,,,,,,,,,
9/30/2018,87,89,9,2018,,,,,,,,,,,,,,,,
4/1/2018,172, ,4,2018,,,,,,,,,,,,,,,,
4/2/2018,161, ,4,2018,,,,,,,,,,,,,,,,
4/3/2018,134, ,4,2018,,,,,,,,,,,,,,,,
4/4/2018,127, ,4,2018,,,,,,,,,,,,,,,,
4/5/2018,111, ,4,2018,,,,,,,,,,,,,,,,
4/6/2018,125, ,4,2018,,,,,,,,,,,,,,,,
4/7/2018,107, ,4,2018,,,,,,,,,,,,,,,,
4/8/2018,132, ,4,2018,,,,,,,,,,,,,,,,
4/9/2018,137, ,4,2018,,,,,,,,,,,,,,,,
4/10/2018,125, ,4,2018,,,,,,,,,,,,,,,,
4/11/2018,120, ,4,2018,,,,,,,,,,,,,,,,
4/12/2018,100, ,4,2018,,,,,,,,,,,,,,,,
4/13/2018,100, ,4,2018,,,,,,,,,,,,,,,,
4/14/2018,124, ,4,2018,,,,,,,,,,,,,,,,
4/15/2018,156, ,4,2018,,,,,,,,,,,,,,,,
4/16/2018,163, ,4,2018,,,,,,,,,,,,,,,,
4/17/2018,149, ,4,2018,,,,,,,,,,,,,,,,
4/18/2018,126, ,4,2018,,,,,,,,,,,,,,,,
4/19/2018,129, ,4,2018,,,,,,,,,,,,,,,,
4/20/2018,138, ,4,2018,,,,,,,,,,,,,,,,
4/21/2018,115, ,4,2018,,,,,,,,,,,,,,,,
4/22/2018,134, ,4,2018,,,,,,,,,,,,,,,,
4/23/2018,163, ,4,2018,,,,,,,,,,,,,,,,
4/24/2018,188, ,4,2018,,,,,,,,,,,,,,,,
4/25/2018,168, ,4,2018,,,,,,,,,,,,,,,,
4/26/2018,172, ,4,2018,,,,,,,,,,,,,,,,
4/27/2018,142, ,4,2018,,,,,,,,,,,,,,,,
4/28/2018,126, ,4,2018,,,,,,,,,,,,,,,,
4/29/2018,112, ,4,2018,,,,,,,,,,,,,,,,
4/30/2018,93, ,4,2018,,,,,,,,,,,,,,,,
5/1/2018,99, ,5,2018,,,,,,,,,,,,,,,,
5/2/2018,112, ,5,2018,,,,,,,,,,,,,,,,
5/3/2018,89, ,5,2018,,,,,,,,,,,,,,,,
5/4/2018,106, ,5,2018,,,,,,,,,,,,,,,,
5/5/2018,96, ,5,2018,,,,,,,,,,,,,,,,
5/6/2018,113, ,5,2018,,,,,,,,,,,,,,,,
5/7/2018,127, ,5,2018,,,,,,,,,,,,,,,,
5/8/2018,125, ,5,2018,,,,,,,,,,,,,,,,
5/9/2018,91, ,5,2018,,,,,,,,,,,,,,,,
5/10/2018,111, ,5,2018,,,,,,,,,,,,,,,,
5/11/2018,121, ,5,2018,,,,,,,,,,,,,,,,
5/12/2018,130, ,5,2018,,,,,,,,,,,,,,,,
5/13/2018,122, ,5,2018,,,,,,,,,,,,,,,,
5/14/2018,77, ,5,2018,,,,,,,,,,,,,,,,
5/15/2018,93, ,5,2018,,,,,,,,,,,,,,,,
5/16/2018,102, ,5,2018,,,,,,,,,,,,,,,,
5/17/2018,78, ,5,2018,,,,,,,,,,,,,,,,
5/18/2018,112, ,5,2018,,,,,,,,,,,,,,,,
5/19/2018,115, ,5,2018,,,,,,,,,,,,,,,,
5/20/2018,109, ,5,2018,,,,,,,,,,,,,,,,
5/21/2018,119, ,5,2018,,,,,,,,,,,,,,,,
5/22/2018,110, ,5,2018,,,,,,,,,,,,,,,,
5/23/2018,93, ,5,2018,,,,,,,,,,,,,,,,
5/24/2018,76, ,5,2018,,,,,,,,,,,,,,,,
5/25/2018,109, ,5,2018,,,,,,,,,,,,,,,,
5/26/2018,140, ,5,2018,,,,,,,,,,,,,,,,
5/27/2018,147, ,5,2018,,,,,,,,,,,,,,,,
5/28/2018,111, ,5,2018,,,,,,,,,,,,,,,,
5/29/2018,117, ,5,2018,,,,,,,,,,,,,,,,
5/30/2018,101, ,5,2018,,,,,,,,,,,,,,,,
5/31/2018,120, ,5,2018,,,,,,,,,,,,,,,,
6/1/2018,107, ,6,2018,,,,,,,,,,,,,,,,
6/2/2018,81, ,6,2018,,,,,,,,,,,,,,,,
6/3/2018,103, ,6,2018,,,,,,,,,,,,,,,,
6/4/2018,101, ,6,2018,,,,,,,,,,,,,,,,
6/5/2018,64, ,6,2018,,,,,,,,,,,,,,,,
6/6/2018,62, ,6,2018,,,,,,,,,,,,,,,,
6/7/2018,59, ,6,2018,,,,,,,,,,,,,,,,
6/8/2018,71, ,6,2018,,,,,,,,,,,,,,,,
6/9/2018,77, ,6,2018,,,,,,,,,,,,,,,,
6/10/2018,49, ,6,2018,,,,,,,,,,,,,,,,
6/11/2018,57, ,6,2018,,,,,,,,,,,,,,,,
6/12/2018,72, ,6,2018,,,,,,,,,,,,,,,,
6/13/2018,97, ,6,2018,,,,,,,,,,,,,,,,
6/14/2018,89, ,6,2018,,,,,,,,,,,,,,,,
6/15/2018,138, ,6,2018,,,,,,,,,,,,,,,,
6/16/2018,109, ,6,2018,,,,,,,,,,,,,,,,
6/18/2018,142, ,6,2018,,,,,,,,,,,,,,,,
6/19/2018,127, ,6,2018,,,,,,,,,,,,,,,,
6/20/2018,119, ,6,2018,,,,,,,,,,,,,,,,
6/21/2018,101, ,6,2018,,,,,,,,,,,,,,,,
6/22/2018,114, ,6,2018,,,,,,,,,,,,,,,,
6/23/2018,112, ,6,2018,,,,,,,,,,,,,,,,
6/24/2018,103, ,6,2018,,,,,,,,,,,,,,,,
6/25/2018,91, ,6,2018,,,,,,,,,,,,,,,,
6/26/2018,77, ,6,2018,,,,,,,,,,,,,,,,
6/27/2018,63, ,6,2018,,,,,,,,,,,,,,,,
6/28/2018,44, ,6,2018,,,,,,,,,,,,,,,,
6/29/2018,54, ,6,2018,,,,,,,,,,,,,,,,
6/30/2018,35, ,6,2018,,,,,,,,,,,,,,,,
1/1/2018,146, ,1,2018,,,,,,,,,,,,,,,,
1/2/2018,135, ,1,2018,,,,,,,,,,,,,,,,
1/3/2018,141, ,1,2018,,,,,,,,,,,,,,,,
1/4/2018,142, ,1,2018,,,,,,,,,,,,,,,,
1/5/2018,140, ,1,2018,,,,,,,,,,,,,,,,
1/6/2018,150, ,1,2018,,,,,,,,,,,,,,,,
1/7/2018,152, ,1,2018,,,,,,,,,,,,,,,,
1/8/2018,155, ,1,2018,,,,,,,,,,,,,,,,
1/9/2018,169, ,1,2018,,,,,,,,,,,,,,,,
1/10/2018,187, ,1,2018,,,,,,,,,,,,,,,,
1/11/2018,176, ,1,2018,,,,,,,,,,,,,,,,
1/12/2018,185, ,1,2018,,,,,,,,,,,,,,,,
1/13/2018,175, ,1,2018,,,,,,,,,,,,,,,,
1/14/2018,163, ,1,2018,,,,,,,,,,,,,,,,
1/15/2018,160, ,1,2018,,,,,,,,,,,,,,,,
1/16/2018,146, ,1,2018,,,,,,,,,,,,,,,,
